system,noise_level,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,brier_score_mean,brier_score_std,runtime_mean,runtime_std
MultiAgent_Debate,0.0,0.8181818181818181,0.0,0.8043478260869567,0.0,0.9045267489711935,0.0,0.18226250778419675,0.0,0.0031730091918973934,0.0004311116570421271
MultiAgent_Debate,0.1,0.806060606060606,0.010432278373622669,0.793460327478254,0.01227919948625409,0.901440329218107,0.003466194449518086,0.18315676024545302,0.000902700808353912,0.0028056319191819058,0.00011492209618634675
MultiAgent_Debate,0.2,0.8010101010101011,0.011712139482105113,0.7905030562103985,0.014347549780197574,0.8922222222222222,0.007001127705367679,0.18500812630290048,0.002185480389468244,0.002817463232327789,0.00017210230753068244
MultiAgent_Debate,0.3,0.7929292929292929,0.023448465113104586,0.785795628019643,0.023954800841018316,0.8843621399176955,0.012790345899522663,0.18775594541455257,0.0028374977507844928,0.0027684917172235953,5.2571100188700945e-05
MultiAgent_Debate,0.4,0.7767676767676768,0.022561435108082124,0.7715335385764046,0.021355582265419334,0.8754732510288065,0.013262980009884226,0.19041035885620164,0.0027927640051899905,0.0027365040404100623,0.00010889064701467768
